Key,english,german,latam,french,italian,japanese,polish,brazilian,russian,turkish,schinese,tchinese,spanish,bulgarian,czech,danish,greek,estonian,finnish,hungarian,indonesian,lithuanian,latvian,dutch,romanian,slovak,slovenian,swedish
xuiLightLevelTooltip,Current light level. Will be highest at noon and zero at night.,Aktuelle einfallendes Licht. Maximale produktion am Tag und keine in der Nacht.,"Nivel de luz actual. Será máximo al mediodía y nulo por la noche.","Niveau de luminosité actuel. Il sera le plus élevé à midi et nul la nuit.","Livello di luce attuale. Sarà massimo a mezzogiorno e nullo di notte.","現在の光量。正午に最も高くなり、夜はゼロになる。","Aktualny poziom oświetlenia. Najwyższy w południe i zerowy w nocy.","Nível de luz atual. Será o mais alto ao meio-dia e zero à noite.","Текущий уровень освещенности. Будет максимальным в полдень и нулевым ночью.","Mevcut ışık seviyesi. Öğlen en yüksek ve gece sıfır olacaktır.","当前光照度。中午最高，晚上为零。","當前光照度。中午最高，晚上[為爲]零。","Nivel de luz actual. Será máximo al mediodía y nulo por la noche.","Текущо ниво на осветеност. Ще бъде най-високо по обяд и нулево през нощта.","Aktuální úroveň osvětlení. V poledne bude nejvyšší a v noci nulová.","Aktuelt lysniveau. Vil være højest ved middagstid og nul om natten.","Τρέχον επίπεδο φωτισμού. Θα είναι το υψηλότερο το μεσημέρι και το μηδέν τη νύχτα.","Praegune valgustase. On kõige kõrgem keskpäeval ja null öösel.","Nykyinen valaistustaso. Suurin keskipäivällä ja nolla yöllä.","Jelenlegi fényerősség. Délben lesz a legmagasabb, éjszaka pedig nulla.",Tingkat cahaya saat ini. Akan menjadi yang tertinggi pada siang hari dan nol pada malam hari.,"Dabartinis apšvietimo lygis. Didžiausias bus vidurdienį, o naktį - nulinis.","Pašreizējais apgaismojuma līmenis. Lielākais būs pusdienlaikā un nulle naktī.","Huidig lichtniveau. s Middags het hoogst en 's nachts het laagst.","Nivelul actual de lumină. Va fi maxim la prânz și zero noaptea.","Aktuálna úroveň osvetlenia. Najvyššia bude na poludnie a nulová v noci.","Trenutna raven svetlobe. Najvišja bo opoldne in ničelna ponoči.","Aktuell ljusnivå. Kommer att vara högst vid middagstid och noll på natten."
xuiWindLevelTooltip,Current wind level. Will vary during the day and night.,"Aktueller gemessener Wind. Variiert über den Tag und über die Nacht.","Nivel de viento actual. Variará durante el día y la noche.","Niveau de vent actuel. Varie au cours de la journée et de la nuit.",Livello attuale del vento. Varia durante il giorno e la notte.,"現在の風速。日中と夜間で異なる。","Aktualny poziom wiatru. Zmienia się w ciągu dnia i nocy.","Nível de vento atual. Varia durante o dia e a noite.","Текущий уровень ветра. Будет меняться в течение дня и ночи.","Mevcut rüzgar seviyesi. Gündüz ve gece boyunca değişecektir.","当前风力。昼夜变化。","當前風力。晝夜變化。","Nivel de viento actual. Variará durante el día y la noche.","Текущо ниво на вятъра. Променя се през деня и нощта.","Aktuální úroveň větru. Bude se měnit během dne i noci.","Aktuelt vindniveau. Vil variere i løbet af dagen og natten.","Τρέχον επίπεδο ανέμου. Θα μεταβάλλεται κατά τη διάρκεια της ημέρας και της νύχτας.","Praegune tuuletase. Muutub päeva ja öö jooksul.","Nykyinen tuulitaso. Vaihtelee päivän ja yön aikana.","Jelenlegi szélerősség. Napközben és éjszaka változik.",Ketinggian angin saat ini. Akan bervariasi pada siang dan malam hari.,"Dabartinis vėjo lygis. Keičiasi dienos ir nakties metu.","Pašreizējais vēja līmenis. Dienas un nakts laikā mainīsies.","Huidig windniveau. Zal variëren gedurende de dag en nacht.","Nivelul actual al vântului. Va varia în timpul zilei și al nopții.","Aktuálna úroveň vetra. Bude sa meniť počas dňa a noci.","Trenutna stopnja vetra. Spreminja se podnevi in ponoči.","Aktuell vindnivå. Varierar under dagen och natten."
xuiConsumerTooltip,Grid-wide supply/demand of consumer items.,"Angebot/Bedarf Netzweit für Verbaucher.","Oferta/demanda de artículos de consumo en toda la red.","Offre/demande de biens de consommation à l'échelle du réseau.",Domanda e offerta di beni di consumo a livello di rete.,"グリッド全体の消費財需給。","Podaż/popyt artykułów konsumpcyjnych w całej sieci.",Oferta/demanda de itens de consumo em toda a rede.,"Спрос и предложение потребительских товаров в масштабах всей сети.","Şebeke çapında tüketici ürünleri arzı/talebi.","全网消费品的供应/需求。","全[网網]消費品的供應/需求。","Oferta/demanda de artículos de consumo en toda la red.","предлагане/търсене на потребителски стоки в цялата мрежа.","Nabídka/poptávka spotřebního zboží v celé síti.","Udbud/efterspørgsel af forbrugsvarer i hele nettet.","Προσφορά/ζήτηση καταναλωτικών ειδών σε όλο το δίκτυο.","Tarbekaupade pakkumine/nõudlus kogu võrgus.","Koko verkon laajuinen kulutushyödykkeiden tarjonta/kysyntä.","A fogyasztási cikkek egész hálózatra kiterjedő kínálata/kereslete.",Pasokan/permintaan barang konsumen di seluruh jaringan.,"Vartojimo prekių pasiūla ir (arba) paklausa visame tinkle.","patēriņa preču piedāvājums/pieprasījums visā tīklā.",Netbrede vraag/aanbod van consumptiegoederen.,"Cererea/oferta de bunuri de consum la nivelul întregii rețele.","Ponuka/popyt spotrebného tovaru v celej sieti.","Ponudba/povpraševanje po potrošniških predmetih v celotnem omrežju.","Utbud/efterfrågan på konsumtionsvaror i hela nätet."
xuiChargingTooltip,Grid-wide charging supply/demand (batteries).,"Angebot/Bedarf Netzweit für Batterien.","Suministro/demanda de carga en toda la red (baterías).","Offre/demande de recharge à l'échelle du réseau (batteries).",Domanda e offerta di ricarica a livello di rete (batterie).,"グリッド全体の充電需給（バッテリー）。","Podaż/popyt na ładowanie w całej sieci (akumulatory).",Fornecimento/demanda de carregamento em toda a rede (baterias).,"Подача/спрос на зарядку в масштабах всей сети (аккумуляторы).","Şebeke çapında şarj arzı/talebi (bataryalar).","全电网充电供应/需求（电池）。","全電[网網]充電供應/需求（電池）。","Suministro/demanda de carga en toda la red (baterías).","Доставка/търсене на зареждане в цялата мрежа (батерии).","Nabíjení v rámci celé sítě (baterie).","Netdækkende opladningsforsyning/-efterspørgsel (batterier).","Παροχή/ζήτηση φόρτισης σε όλο το δίκτυο (μπαταρίες).","Kogu võrku hõlmav laadimise pakkumine/nõudlus (akud).","Koko verkon laajuinen latauksen tarjonta/ kysyntä (akut).","Hálózati szintű töltési kínálat/igény (akkumulátorok).",Pasokan/permintaan pengisian daya di seluruh jaringan (baterai).,"Viso tinklo įkrovimo pasiūla ir paklausa (akumuliatoriai).","tīkla mēroga uzlādes piedāvājums/pieprasījums (baterijas).",Netbreed opladen van vraag/aanbod (batterijen).,"Cererea/ oferta de încărcare la nivelul întregii rețele (baterii).","Ponuka/potreba nabíjania v celej sieti (batérie).","Ponudba/zahteva po polnjenju v celotnem omrežju (baterije).","Utbud/efterfrågan på laddning i hela nätet (batterier)."
xuiOutputTooltip,"Power production is impaired with empty batteries or when solar panels don't get any light during the night.",Stromproduktion ist vermindert wenn einzelne Batterien leer sind oder Solarzellen nicht genug Licht bekommen.,"La producción de energía se ve mermada con las baterías vacías o cuando los paneles solares no reciben luz durante la noche.","La production d'électricité est réduite lorsque les batteries sont vides ou lorsque les panneaux solaires ne reçoivent pas de lumière pendant la nuit.","La produzione di energia è compromessa quando le batterie sono vuote o quando i pannelli solari non ricevono luce durante la notte.","バッテリーが空であったり、ソーラーパネルが夜間に光を得られなかったりすると、発電量は低下する。","Produkcja energii jest ograniczona w przypadku rozładowanych baterii lub gdy panele słoneczne nie świecą w nocy.","A produção de energia é prejudicada com baterias vazias ou quando os painéis solares não recebem nenhuma luz durante a noite.","Выработка электроэнергии снижается при разряженных аккумуляторах или когда солнечные батареи не получают света в ночное время.","Aküler boşken veya güneş panelleri gece boyunca hiç ışık almadığında güç üretimi bozulur.","电池电量不足或太阳能电池板在夜间没有光照时，发电量就会受到影响。","電池電量不足或太陽能電池[板闆]在夜間没有光照時，[發髮]電量就會受到影響。","La producción de energía se ve mermada con las baterías vacías o cuando los paneles solares no reciben luz durante la noche.","Производството на електроенергия се нарушава при празни батерии или когато слънчевите панели не получават никаква светлина през нощта.","Výroba energie se zhoršuje, když jsou baterie vybité nebo když solární panely v noci nesvítí.","Strømproduktionen forringes, når batterierne er tomme, eller når solpanelerne ikke får noget lys i løbet af natten.","Η παραγωγή ενέργειας μειώνεται με άδειες μπαταρίες ή όταν οι ηλιακοί συλλέκτες δεν έχουν καθόλου φως κατά τη διάρκεια της νύχτας.","Energiatootmine väheneb, kui akud on tühjad või kui päikesepaneelid ei saa öösel valgust.","Energiantuotanto heikkenee, kun akut ovat tyhjiä tai kun aurinkopaneelit eivät saa valoa yöllä.","Az energiatermelés csökken, ha az akkumulátorok üresek, vagy ha a napelemek nem kapnak fényt az éjszaka folyamán.",Produksi listrik terganggu dengan baterai kosong atau ketika panel surya tidak mendapatkan cahaya pada malam hari.,"Energijos gamyba sutrinka, kai akumuliatoriai ištuštėja arba kai saulės kolektoriai naktį negauna šviesos.","Ja akumulatori ir iztukšoti vai saules paneļi naktī nesaņem gaismu, enerģijas ražošana ir traucēta.","De stroomproductie wordt verminderd als de batterijen leeg zijn of als de zonnepanelen 's nachts geen licht krijgen.","Producția de energie este afectată în cazul în care bateriile sunt goale sau când panourile solare nu primesc lumină în timpul nopții.","Výroba energie sa zhoršuje pri vybitých batériách alebo keď solárne panely nedostávajú počas noci žiadne svetlo.","Proizvodnja električne energije je motena, če so baterije prazne ali če sončne celice ponoči ne dobijo nobene svetlobe.","Elproduktionen försämras när batterierna är tomma eller när solpanelerna inte får något ljus under natten."
xuiPowerTooltip,Yellow is for consumers and green for charging.,"Gelb steht für Verbraucher und grün für Laden.",El amarillo es para los consumidores y el verde para la carga.,"Le jaune est destiné aux consommateurs et le vert à la recharge.","Il giallo è per i consumatori e il verde per la ricarica.","黄色は消費者用、緑は充電用。","Żółty jest przeznaczony dla konsumentów, a zielony do ładowania.","A cor amarela é para consumidores e a verde para carregamento.","Желтый цвет предназначен для потребителей, а зеленый - для зарядки.","Sarı tüketiciler için, yeşil ise şarj içindir.","黄色用于消费者，绿色用于充电。","黄色用于消費者，緑色用于充電。",El amarillo es para los consumidores y el verde para la carga.,"Жълтият цвят е за потребители, а зеленият - за зареждане.","Žlutá barva je určena pro spotřebitele a zelená pro nabíjení.","Gul er til forbrugere og grøn til opladning.","Το κίτρινο είναι για τους καταναλωτές και το πράσινο για τη φόρτιση.",Kollane on tarbijate jaoks ja roheline laadimiseks.,"Keltainen on kuluttajia varten ja vihreä latausta varten.","A sárga a fogyasztóknak, a zöld pedig a töltésnek.",Kuning untuk konsumen dan hijau untuk pengisian daya.,"Geltona spalva skirta vartotojams, o žalia - įkrovimui.","Dzeltenais ir paredzēts patērētājiem, bet zaļais - uzlādei.",Geel is voor consumenten en groen voor opladen.,"Galben este pentru consumatori, iar verde pentru încărcare.","Žltá farba je určená pre spotrebiteľov a zelená pre nabíjanie.","Rumena barva je namenjena potrošnikom, zelena pa polnjenju.","Gul är för konsumenter och grön för laddning."
xuiGridFlowTooltip,Overall power flowing through this node.,Gesammter lokaler Stromdurchfluss.,Potencia total que fluye por este nodo.,"Puissance totale passant par ce nœud.",Potenza complessiva che passa attraverso questo nodo.,"このノードを流れる総電力。","Całkowita moc przepływająca przez ten węzeł.","Potência total que flui por esse nó.","Общая мощность, проходящая через данный узел.","Bu düğüm üzerinden akan toplam güç.","流经此节点的总功率。","流經此節點的總功率。",Potencia total que fluye por este nodo.,"Обща мощност, преминаваща през този възел.","Celkový výkon protékající tímto uzlem.","Samlet effekt, der strømmer gennem denne node.","Συνολική ισχύς που ρέει μέσω αυτού του κόμβου.","Üldine võimsus, mis voolab läbi selle sõlme.","Tämän solmun kautta kulkeva kokonaisteho.","A csomóponton átfolyó teljes teljesítmény.",Keseluruhan daya yang mengalir melalui node ini.,"Bendra per šį mazgą tekanti galia.","Kopējā jauda, kas plūst caur šo mezglu.",Het totale vermogen dat door dit knooppunt stroomt.,"Puterea totală care circulă prin acest nod.","Celkový výkon prúdiaci cez tento uzol.","Skupna moč, ki teče skozi to vozlišče.","Övergripande kraftflöde genom denna nod."
xuiChargeFrom,Charging from,Lade von,Carga desde,"Chargement à partir de",Ricarica da,"からの充電","Ładowanie z",Carregamento a partir de,"Зарядка от","Şuradan şarj ediliyor","从","從",Carga desde,"Зареждане от","Nabíjení z",Opladning fra,"Φόρτιση από",Laadimine alates,Lataus alkaen,"Töltés a",Mengisi daya dari,"Įkrovimas iš","Uzlāde no",Opladen vanaf,"Încărcare de la","Nabíjanie z",Polnjenje iz,"Laddning från"
xuiChargeFromSolarTooltip,Allow charging from renewable energy,Lade von erneuerbaren Energien,"Permitir la recarga a partir de energías renovables","Autoriser la recharge à partir d'énergies renouvelables",Consentire la ricarica da energia rinnovabile,"再生可能エネルギーによる充電を許可する","Zezwolenie na ładowanie z wykorzystaniem energii odnawialnej","Permitir o carregamento com energia renovável","Разрешить зарядку от возобновляемых источников энергии","Yenilenebilir enerjiden şarj edilmesine izin verin","允许使用可再生能源充电","允許使用可再生能源充電","Permitir la recarga a partir de energías renovables","Разрешаване на зареждането с енергия от възобновяеми източници","Umožnit nabíjení z obnovitelných zdrojů energie",Tillad opladning fra vedvarende energi,"Να επιτρέπεται η φόρτιση από ανανεώσιμες πηγές ενέργειας",Lubada laadimist taastuvenergiast,Sallia lataaminen uusiutuvalla energialla,"A megújuló energiából történő töltés lehetővé tétele",Memungkinkan pengisian daya dari energi terbarukan,"Leidimas įkrauti iš atsinaujinančiosios energijos","Atļaut uzlādi no atjaunojamiem energoresursiem",Opladen met hernieuwbare energie mogelijk maken,"Să permită încărcarea din energie regenerabilă","Umožniť nabíjanie z obnoviteľných zdrojov energie","Omogočanje polnjenja iz obnovljivih virov energije","Tillåt laddning från förnybar energi"
xuiChargeFromFuelTooltip,Allow charging from fueled generators,Lade von Treibstoff-Generatoren,Permitir la carga a partir de generadores de combustible,"Autoriser la recharge à partir de générateurs alimentés en carburant",Consentire la ricarica da generatori alimentati,"燃料付き発電機からの充電を許可する","Zezwolenie na ładowanie z generatorów zasilanych paliwem",Permitir o carregamento de geradores abastecidos,"Разрешить зарядку от топливных генераторов","Yakıtlı jeneratörlerden şarj edilmesine izin verin","允许使用燃料发电机充电","允許使用燃料[發髮]電[机機]充電",Permitir la carga a partir de generadores de combustible,"Разрешаване на зареждане от генератори, захранвани с гориво","Umožnit nabíjení z generátorů s palivem","Tillad opladning fra brændstofdrevne generatorer","Να επιτρέπεται η φόρτιση από γεννήτριες με καύσιμα","Lubada laadimist kütusegeneraatoritest","Sallia lataus polttoainelähteillä toimivista generaattoreista","Engedélyezze a töltést üzemanyaggal működő generátorokról",Memungkinkan pengisian daya dari generator berbahan bakar,"Leidimas įkrauti iš degalais varomų generatorių","Ļauj uzlādi no ģeneratoriem, kas darbojas ar degvielu",Opladen via generatoren met brandstof toestaan,"Să permită încărcarea de la generatoare alimentate cu combustibil","Umožniť nabíjanie z palivových generátorov","Omogočanje polnjenja iz generatorjev z gorivom","Tillåt laddning från generatorer som drivs med bränsle"
xuiChargeFromBatteryTooltip,Allow charging from other battery banks,Lade von anderen Batterien,"Permite la carga desde otros bancos de baterías","Permettre la recharge à partir d'autres bancs de batteries",Consente la ricarica da altri banchi di batterie,"他のバッテリーバンクからの充電を許可する","Zezwalaj na ładowanie z innych baterii akumulatorów",Permitir o carregamento de outros bancos de baterias,"Разрешить зарядку от других батарейных блоков","Diğer batarya bankalarından şarj edilmesine izin verin","允许从其他电池组充电","允許從其他電池組充電","Permite la carga desde otros bancos de baterías","Позволява зареждане от други акумулаторни батерии","Umožňuje nabíjení z jiných baterií",Tillad opladning fra andre batteribanker,"Επιτρέπει τη φόρτιση από άλλες συστοιχίες μπαταριών","Võimaldab laadimist teistest akupankadest",Salli lataus muista akkupankeista,"Lehetővé teszi a töltést más akkumulátortelepekről",Memungkinkan pengisian daya dari bank baterai lain,"Leidimas įkrauti iš kitų akumuliatorių baterijų","Ļauj uzlādi no citām akumulatoru bankām",Opladen vanuit andere accubanken toestaan,"Permite încărcarea de la alte baterii","Umožňuje nabíjanie z iných batérií","Omogočanje polnjenja iz drugih baterij","Tillåt laddning från andra batteribanker"
xuiGridStatsTitle,Grid stats,Netzstatus,"Estadísticas",Statistiques de la grille,Statistiche della griglia,"グリッド統計",Statystyki siatki,"Estatísticas da grade","Статистика по сетке",Izgara istatistikleri,"网格统计","[网網]格統計","Estadísticas","Статистика на мрежата","Statistiky mřížky","Statistik på nettet","Στατιστικά πλέγματος",Ruudustiku statistika,Ruututilastot,"Rácsstatisztikák",Statistik kisi-kisi,Tinklelio statistika,"Tīkla statistika",Statistieken raster,"Statistici de grilă","Štatistiky siete","Mrežne statistike","Statistik för nätet"
windmill,Windmill,"Windmühle",Molino de viento,"Moulin à vent",Mulino a vento,"風車",Wiatrak,Moinho de vento,"Ветряная мельница","Yel Değirmeni","风车","風車",Molino de viento,"Вятърна мелница","Větrný mlýn","Vindmølle","Ανεμόμυλος",Tuuleveski,Tuulimylly,"Szélmalom",Kincir angin,"Vėjo malūnas","Vējdzirnavas",Windmolen,"Moara de vânt","Veterný mlyn",Vetrnica,"Väderkvarn"
xuiPowerGeneratorHover,Generating {0}w/{1}w. {2}.,Produziert {0}w/{1}w. {2}.,Generando {0}w/{1}w. {2}.,"Générer {0}w/{1}w. {2}.",Generazione di {0}w/{1}w. {2}.,"生成{0}w/{1}w.{2}.",Generowanie {0}w/{1}w. {2}.,Gerando {0}w/{1}w. {2}.,"Генерация {0}w/{1}w. {2}.",Generating {0}w/{1}w. {2}.,"生成{0}w/{1}w.{2}.","生成{0}w/{1}w.{2}.",Generando {0}w/{1}w. {2}.,"Генериране на {0}w/{1}w. {2}.","Generování {0}w/{1}w. {2}.",Generering af {0}w/{1}w. {2}.,"Δημιουργία {0}w/{1}w. {2}.",Genereerimine {0}w/{1}w. {2}.,Generating {0}w/{1}w. {2}.,"Generáló {0}w/{1}w. {2}.",Menghasilkan {0}w/{1}w. {2}.,Kurti {0}w/{1}w. {2}.,"Ģenerējot {0}w/{1}w. {2}.",{0}genereren w/{1}w. {2}.,Generarea {0}cu{1}w. {2}.,Generovanie {0}w/{1}w. {2}.,Ustvarjanje {0}w/{1}w. {2}.,Generering av {0}w/{1}w. {2}.
xuiPowerSolarHover,Generating {0}w/{1}w ({2:0}% light). {3}.,Produziert {0}w/{1}w ({2:0}% Licht). {3}.,Generando {0}w/{1}w ({2:0}% luz). {3}.,"Génération de {0}w/{1}w ({2:0}% light). {3}.",Generazione di {0}w/{1}w ({2:0}% di luce). {3}.,{0}w/{1}w ({2:0}% light).{3}.,"Generowanie {0}w/{1}w ({2:0}% światła). {3}.",Gerando {0}w/{1}w ({2:0}% light). {3}.,"Генерация {0}w/{1}w ({2:0}% света). {3}.","{0}w/{1}w ({2:0}% ışık) üretilmesi. {3}.","生成{0}w/{1}w ({2:0}% light)。{3}.","生成{0}w/{1}w ({2:0}% light)。{3}.",Generando {0}w/{1}w ({2:0}% luz). {3}.,"Генериране на {0}w/{1}w ({2:0}% светлина). {3}.","Generování {0}w/{1}w ({2:0}% světla). {3}.",Generering af {0}w/{1}w ({2:0}% lys). {3}.,"Δημιουργία {0}w/{1}w ({2:0}% φως). {3}.",Genereerimine {0}w/{1}w ({2:0}% valgus). {3}.,Tuottaa {0}w/{1}w ({2:0}% valoa). {3}.,"Generálása {0}w/{1}w ({2:0}% fény). {3}.",Menghasilkan {0}w/{1}w ({2:0}% cahaya). {3}.,"Generuoti {0}w/{1}w ({2:0}% šviesos). {3}.","Ģenerē {0}w/{1}w ({2:0}% gaismas). {3}.",{0}w/{1}w genereren ({2:0}% licht). {3}.,"Generarea {0}cu{1}w ({2:0}% lumină). {3}.",Generovanie {0}w/{1}w ({2:0}% svetla). {3}.,Ustvarjanje {0}w/{1}w ({2:0}% svetlobe). {3}.,Generering av {0}w/{1}w ({2:0}% ljus). {3}.
xuiPowerWindHover,Generating {0}w/{1}w ({2:0}% wind). {3}.,Produziert {0}w/{1}w ({2:0}% Wind). {3}.,Generando {0}w/{1}w ({2:0}% viento). {3}.,"Génération de {0}w/{1}w ({2:0}% wind). {3}.",Generazione {0}w/{1}w ({2:0}% di vento). {3}.,{0}w/{1}w ({2:0}% wind).{3}.,Generowanie {0}w/{1}w ({2:0}% wiatru). {3}.,Gerando {0}w/{1}w ({2:0}% vento). {3}.,"Генерация {0}w/{1}w ({2:0}% ветра). {3}.","{0}w/{1}w ({2:0}% rüzgar) üretilmesi. {3}.","发电{0}w/{1}w ({2:0}% wind)。{3}.","[發髮]電{0}w/{1}w ({2:0}% wind)。{3}.",Generando {0}w/{1}w ({2:0}% viento). {3}.,"Генериране на {0}w/{1}w ({2:0}% вятър). {3}.","Generování {0}w/{1}w ({2:0}% vítr). {3}.",Produktion af {0}w/{1}w ({2:0}% vind). {3}.,"Παραγωγή {0}w/{1}w ({2:0}% άνεμος). {3}.",Genereerimine {0}w/{1}w ({2:0}% tuulest). {3}.,Tuotanto {0}w/{1}w ({2:0}% tuuli). {3}.,"Termelés {0}w/{1}w ({2:0}% szél). {3}.",Membangkitkan {0}w/{1}w ({2:0}% angin). {3}.,"Gaminama {0}w/{1}w ({2:0}% vėjo). {3}.","Ģenerē {0}w/{1}w ({2:0}% vēja). {3}.",Opwekken {0}w/{1}w ({2:0}% wind). {3}.,"Generarea {0}cu{1}w ({2:0}% vânt). {3}.",Generovanie {0}w/{1}w ({2:0}% vietor). {3}.,Proizvodnja {0}w/{1}w ({2:0}% vetra). {3}.,Skapar {0}w/{1}w ({2:0}% vind). {3}.
xuiPowerSolarHoverNoQuality,Generating {0}w/{1}w ({2:0}% light).,Produziert {0}w/{1}w ({2:0}% Licht).,Generando {0}w/{1}w ({2:0}% luz).,"Génération de {0}w/{1}w ({2:0}% light).",Generazione di {0}w/{1}w ({2:0}% di luce).,"{0}w/{1}w ({2:0}% light)を生成する。","Generowanie {0}w/{1}w ({2:0}% światła).",Gerando {0}w/{1}w ({2:0}% light).,"Генерация {0}w/{1}w ({2:0}% света).","{0}w /{1}w ({2:0}% ışık) üretiliyor.","生成{0}w/{1}w ({2:0}% light)。","生成{0}w/{1}w ({2:0}% light)。",Generando {0}w/{1}w ({2:0}% luz).,"Генериране на {0}w/{1}w ({2:0}% светлина).","Generování {0}w/{1}w ({2:0}% světla).",Genererer {0}w/{1}w ({2:0}% lys).,"Δημιουργία {0}w/{1}w ({2:0}% φως).",Genereerimine {0}w/{1}w ({2:0}% valgus).,Tuottaa {0}w/{1}w ({2:0}% valoa).,"Generálása {0}w/{1}w ({2:0}% fény).",Menghasilkan {0}w/{1}w ({2:0}% cahaya).,"Generuoti {0}w/{1}w ({2:0}% šviesos).","Ģenerē {0}w/{1}w ({2:0}% gaismas).",{0}w/{1}w genereren ({2:0}% licht).,"Generarea {0}cu{1}w ({2:0}% lumină).",Generovanie {0}w/{1}w ({2:0}% svetla).,Ustvarjanje {0}w/{1}w ({2:0}% svetlobe).,Generering av {0}w/{1}w ({2:0}% ljus).
xuiPowerWindHoverNoQuality,Generating {0}w/{1}w ({2:0}% wind).,Produziert {0}w/{1}w ({2:0}% Wind).,Generando {0}w/{1}w ({2:0}% wind).,"Générant {0}w/{1}w ({2:0}% wind).",Generazione {0}w/{1}w ({2:0}% di vento).,{0}w/{1}w ({2:0}% wind).,Generowanie {0}w/{1}w ({2:0}% wiatru).,Gerando {0}w/{1}w ({2:0}% vento).,"Генерация {0}w/{1}w ({2:0}% ветра).","{0}w/{1}w ({2:0}% rüzgar) üretiyor.","发电{0}w/{1}w ({2:0}% wind)。","[發髮]電{0}w/{1}w ({2:0}% wind)。",Generando {0}w/{1}w ({2:0}% wind).,"Генериране на {0}w/{1}w ({2:0}% вятър).","Generování {0}w/{1}w ({2:0}% vítr).",Producerer {0}w/{1}w ({2:0}% vind).,"Παραγωγή {0}w/{1}w ({2:0}% άνεμος).",Genereerimine {0}w/{1}w ({2:0}% tuulest).,Tuotanto {0}w/{1}w ({2:0}% tuuli).,"Termelés {0}w/{1}w ({2:0}% szél).",Menghasilkan {0}w/{1}w ({2:0}% angin).,"Gaminama {0}w/{1}w ({2:0}% vėjo).","Ģenerē {0}w/{1}w ({2:0}% vēja).",Opwekken {0}w/{1}w ({2:0}% wind).,"Generarea {0}cu{1}w ({2:0}% vânt).",Generovanie {0}w/{1}w ({2:0}% vietor).,Proizvodnja {0}w/{1}w ({2:0}% vetra).,Skapar {0}w/{1}w ({2:0}% vind).
xuiPowerBatteryHover,Generating {0}w/{1}w. Charging {2}w/{3}w. {4}.,"Produziert {0}w/{1}w. Lädt {2}w/{3}w. {4}.",Generando {0}w/{1}w. Cargando {2}w/{3}w. {4}.,"Génération de {0}w/{1}w. Chargement {2}w/{3}w. {4}.",Generazione di {0}w/{1}w. Ricarica {2}w/{3}w. {4}.,"生成{0}w/{1}w.充電{2}w/{3}w.{4}.","Generowanie {0}w/{1}w. Ładowanie {2}w/{3}w. {4}.",Gerando {0}w/{1}w. Carregando {2}w/{3}w. {4}.,"Генерация {0}w/{1}w. Зарядка {2}w/{3}w. {4}.","{0}w/{1}w. üretilmesi Şarj etme {2}w/{3}w. {4}.","生成{0}w/{1}w.充电{2}w/{3}w.{4}.","生成{0}w/{1}w.充電{2}w/{3}w.{4}.",Generando {0}w/{1}w. Cargando {2}w/{3}w. {4}.,"Генериране на {0}w/{1}w. Зареждане {2}w/{3}w. {4}.","Generování {0}w/{1}w. Nabíjení {2}w/{3}w. {4}.",Genererer {0}w/{1}w. Opladning {2}w/{3}w. {4}.,"Δημιουργία {0}w/{1}w. Φόρτιση {2}w/{3}w. {4}.",Genereerimine {0}w/{1}w. Laadimine {2}w/{3}w. {4}.,Generating {0}w/{1}w. Lataus {2}w/{3}w. {4}.,"Generáló {0}w/{1}w. Töltés {2}w/{3}w. {4}.",Menghasilkan {0}w/{1}w. Mengisi daya {2}w/{3}w. {4}.,"Kurti {0}w/{1}w. Įkrovimas {2}w/{3}w. {4}.","Ģenerējot {0}w/{1}w. Uzlāde {2}w/{3}w. {4}.",Opladen {0}w/{1}w. Opladen {2}w/{3}w. {4}.,"Generarea {0}cu{1}w. Încărcare {2}w/{3}w. {4}.","Generovanie {0}w/{1}w. Nabíjanie {2}w/{3}w. {4}.",Ustvarjanje {0}w/{1}w. Polnjenje {2}w/{3}w. {4}.,Generering {0}w/{1}w. Laddning {2}w/{3}w. {4}.
xuiPowerStackConditionBroken,Fully broken,Komplett kaputt,Completamente roto,"Complètement cassé",Completamente rotto,"完全に壊れている","Całkowicie uszkodzony",Totalmente quebrado,"Полностью сломан","Tamamen kırık","完全损坏","完全損[坏壞]",Completamente roto,"Напълно счупен","Zcela rozbité","Fuldt ødelagt","Πλήρως σπασμένο","Täielikult katki","Täysin rikki","Teljesen törött",Sepenuhnya rusak,"Visiškai sugedęs","Pilnībā salauzts",Volledig kapot,Complet rupt,"Úplne rozbité",Popolnoma zlomljen,Helt trasig
xuiPowerStackConditionBad,Repair needed immediately,"Reparaturbedürftig","Reparación inmediata","Une réparation s'impose immédiatement",Riparazione immediata,"早急な修理が必要",Konieczna natychmiastowa naprawa,"Reparo necessário imediatamente","Необходим срочный ремонт","Derhal onarım gerekiyor","需要立即维修","需要立即維修","Reparación inmediata","Необходим е незабавен ремонт","Nutná okamžitá oprava","Reparation nødvendig med det samme","Απαιτείται άμεση επισκευή",Vajalik kohene remont,"Korjausta tarvitaan välittömästi","Azonnali javítás szükséges",Perbaikan diperlukan segera,"Reikia nedelsiant atlikti remontą","Nekavējoties nepieciešams remonts",Reparatie onmiddellijk nodig,"Reparație necesară imediat","Oprava je potrebná okamžite","Potrebno takojšnje popravilo","Reparation krävs omedelbart"
